"","Variable_1","Variable_2","Variable_3","year","count_1","count_2","Number","Rate","upper_ci","lower_ci"
"87","right","medium","Location_7","2010",0,0,858.343662763946,4.29171831381973,5.15006197658367,3.43337465105578
"88","right","medium","Location_8","2010",0,0,614.342007087544,3.07171003543772,3.68605204252526,2.45736802835017
"89","right","medium","Location_9","2010",0,0,141.015271772631,0.705076358863153,0.846091630635783,0.564061087090522
"90","right","medium","Location_10","2010",0,0,171.279287780635,0.856396438903175,1.02767572668381,0.68511715112254
"91","right","medium","Location_11","2010",0,0,561.840308271348,2.80920154135674,3.37104184962809,2.24736123308539
"92","right","medium","Location_12","2010",0,0,982.533450704068,4.91266725352034,5.89520070422441,3.93013380281627
"93","right","medium","Location_13","2010",0,0,365.827963058837,1.82913981529418,2.19496777835302,1.46331185223535
"94","right","medium","Location_14","2010",0,0,830.875035980716,4.15437517990358,4.9852502158843,3.32350014392287
"95","right","medium","Location_15","2010",0,0,472.499230550602,2.36249615275301,2.83499538330361,1.88999692220241
"96","right","medium","Location_16","2010",0,0,841.93382083904,4.2096691041952,5.05160292503424,3.36773528335616
"97","right","medium","Location_17","2010",0,0,338.170687714592,1.69085343857296,2.02902412628755,1.35268275085837
"98","right","medium","Location_18","2010",0,0,389.417399163358,1.94708699581679,2.33650439498015,1.55766959665343
"99","right","medium","Location_19","2010",0,0,744.576574442908,3.72288287221454,4.46745944665745,2.97830629777163
"100","right","medium","Location_20","2010",0,0,870.580666605383,4.35290333302692,5.2234839996323,3.48232266642153
"101","right","large","Location_1","2010",0,0,377.880843100138,1.88940421550069,2.26728505860083,1.51152337240055
"102","right","large","Location_2","2010",0,0,833.964188699611,4.16982094349805,5.00378513219766,3.33585675479844
"103","right","large","Location_3","2010",0,0,671.180831384845,3.35590415692423,4.02708498830907,2.68472332553938
"104","right","large","Location_4","2010",0,0,445.070026791655,2.22535013395827,2.67042016074993,1.78028010716662
"105","right","large","Location_5","2010",0,0,135.531817935407,0.677659089677036,0.813190907612443,0.542127271741629
"106","right","large","Location_6","2010",0,0,725.736787146889,3.62868393573444,4.35442072288133,2.90294714858755
"107","right","large","Location_7","2010",0,0,235.505149560049,1.17752574780025,1.41303089736029,0.942020598240197
"108","right","large","Location_8","2010",0,0,760.171552677639,3.80085776338819,4.56102931606583,3.04068621071056
"109","right","large","Location_9","2010",0,0,414.207390556112,2.07103695278056,2.48524434333667,1.65682956222445
"110","right","large","Location_10","2010",0,0,212.496135104448,1.06248067552224,1.27497681062669,0.84998454041779
"111","right","large","Location_11","2010",0,0,400.11606644839,2.00058033224195,2.40069639869034,1.60046426579356
"112","right","large","Location_12","2010",0,0,579.500950593501,2.89750475296751,3.47700570356101,2.31800380237401
"113","right","large","Location_13","2010",0,0,649.110562843271,3.24555281421635,3.89466337705962,2.59644225137308
"114","right","large","Location_14","2010",0,0,726.87417306006,3.6343708653003,4.36124503836036,2.90749669224024
"115","right","large","Location_15","2010",0,0,136.618009069934,0.683090045349672,0.819708054419607,0.546472036279738
"116","right","large","Location_16","2010",0,0,744.939290196635,3.72469645098317,4.46963574117981,2.97975716078654
"117","right","large","Location_17","2010",0,0,120.08342074696,0.600417103734799,0.720500524481758,0.480333682987839
"118","right","large","Location_18","2010",0,0,896.459425939247,4.48229712969624,5.37875655563548,3.58583770375699
"119","right","large","Location_19","2010",0,0,598.121412610635,2.99060706305318,3.58872847566381,2.39248565044254
"120","right","large","Location_20","2010",0,0,228.061066311784,1.14030533155892,1.3683663978707,0.912244265247136
"121","up","small","Location_1","2010",0,0,787.819207273424,3.93909603636712,4.72691524364054,3.15127682909369
"122","up","small","Location_2","2010",0,0,495.760619500652,2.47880309750326,2.97456371700391,1.98304247800261
"123","up","small","Location_3","2010",0,0,305.282524763606,1.52641262381803,1.83169514858164,1.22113009905443
"124","up","small","Location_4","2010",0,0,732.822120538913,3.66411060269456,4.39693272323348,2.93128848215565
"125","up","small","Location_5","2010",0,0,127.061290177517,0.635306450887583,0.7623677410651,0.508245160710067
"126","up","small","Location_6","2010",0,0,224.77399695199,1.12386998475995,1.34864398171194,0.899095987807959
"127","up","small","Location_7","2010",0,0,977.214363892563,4.88607181946281,5.86328618335538,3.90885745557025
"128","up","small","Location_8","2010",0,0,376.430420554243,1.88215210277122,2.25858252332546,1.50572168221697
"129","up","small","Location_9","2010",0,0,147.74873056449,0.73874365282245,0.88649238338694,0.59099492225796
"130","up","small","Location_10","2010",0,0,692.768991715275,3.46384495857637,4.15661395029165,2.7710759668611
"131","up","small","Location_11","2010",0,0,884.959761565551,4.42479880782776,5.30975856939331,3.5398390462622
"132","up","small","Location_12","2010",0,0,721.823109127581,3.60911554563791,4.33093865476549,2.88729243651032
"133","up","small","Location_13","2010",0,0,583.165505458601,2.915827527293,3.49899303275161,2.3326620218344
"134","up","small","Location_14","2010",0,0,716.322901751846,3.58161450875923,4.29793741051108,2.86529160700738
"135","up","small","Location_15","2010",0,0,191.404064628296,0.957020323141478,1.14842438776977,0.765616258513182
"136","up","small","Location_16","2010",0,0,260.849836445414,1.30424918222707,1.56509901867248,1.04339934578165
"137","up","small","Location_17","2010",0,0,940.069208759815,4.70034604379907,5.64041525255889,3.76027683503926
"138","up","small","Location_18","2010",0,0,281.101474445313,1.40550737222657,1.68660884667188,1.12440589778125
"139","up","small","Location_19","2010",0,0,480.606567719951,2.40303283859976,2.88363940631971,1.92242627087981
"140","up","small","Location_20","2010",0,0,434.155786805786,2.17077893402893,2.60493472083472,1.73662314722314
"141","up","medium","Location_1","2010",0,0,988.879571901634,4.94439785950817,5.93327743140981,3.95551828760654
"142","up","medium","Location_2","2010",0,0,825.98719263915,4.12993596319575,4.9559231558349,3.3039487705566
"143","up","medium","Location_3","2010",0,0,331.237132358365,1.65618566179182,1.98742279415019,1.32494852943346
"144","up","medium","Location_4","2010",0,0,476.042557740584,2.38021278870292,2.8562553464435,1.90417023096234
"145","up","medium","Location_5","2010",0,0,871.259229024872,4.35629614512436,5.22755537414923,3.48503691609949
"146","up","medium","Location_6","2010",0,0,221.3527825661,1.1067639128305,1.3281166953966,0.885411130264401
"147","up","medium","Location_7","2010",0,0,808.309144037776,4.04154572018888,4.84985486422665,3.2332365761511
"148","up","medium","Location_8","2010",0,0,606.032375618815,3.03016187809408,3.63619425371289,2.42412950247526
"149","up","medium","Location_9","2010",0,0,465.107124112546,2.32553562056273,2.79064274467528,1.86042849645019
"150","up","medium","Location_10","2010",0,0,636.581819946878,3.18290909973439,3.81949091968127,2.54632727978751
"151","up","medium","Location_11","2010",0,0,537.510180147365,2.68755090073682,3.22506108088419,2.15004072058946
"152","up","medium","Location_12","2010",0,0,779.052597796544,3.89526298898272,4.67431558677927,3.11621039118618
"153","up","medium","Location_13","2010",0,0,700.304565532133,3.50152282766066,4.2018273931928,2.80121826212853
"154","up","medium","Location_14","2010",0,0,640.509495115839,3.20254747557919,3.84305697069503,2.56203798046336
"155","up","medium","Location_15","2010",0,0,702.947440370917,3.51473720185459,4.2176846422255,2.81178976148367
"156","up","medium","Location_16","2010",0,0,488.316976511851,2.44158488255925,2.92990185907111,1.9532679060474
"157","up","medium","Location_17","2010",0,0,842.622060165741,4.2131103008287,5.05573236099444,3.37048824066296
"158","up","medium","Location_18","2010",0,0,421.309495088644,2.10654747544322,2.52785697053187,1.68523798035458
"159","up","medium","Location_19","2010",0,0,235.220958199352,1.17610479099676,1.41132574919611,0.940883832797408
"160","up","medium","Location_20","2010",0,0,863.550683949143,4.31775341974571,5.18130410369486,3.45420273579657
"161","up","large","Location_1","2010",0,0,796.195189468563,3.98097594734281,4.77717113681138,3.18478075787425
"162","up","large","Location_2","2010",0,0,624.96492753271,3.12482463766355,3.74978956519626,2.49985971013084
"163","up","large","Location_3","2010",0,0,490.895911469124,2.45447955734562,2.94537546881475,1.9635836458765
"164","up","large","Location_4","2010",0,0,282.299118698575,1.41149559349287,1.69379471219145,1.1291964747943
"165","up","large","Location_5","2010",0,0,749.227864760906,3.74613932380453,4.49536718856543,2.99691145904362
"166","up","large","Location_6","2010",0,0,389.387414371595,1.94693707185797,2.33632448622957,1.55754965748638
"167","up","large","Location_7","2010",0,0,602.173021552153,3.01086510776076,3.61303812931292,2.40869208620861
"168","up","large","Location_8","2010",0,0,224.475062033162,1.12237531016581,1.34685037219897,0.897900248132646
"169","up","large","Location_9","2010",0,0,486.692550685257,2.43346275342628,2.92015530411154,1.94677020274103
"170","up","large","Location_10","2010",0,0,462.927352776751,2.31463676388375,2.77756411666051,1.851709411107
"171","up","large","Location_11","2010",0,0,843.000132823363,4.21500066411681,5.05800079694018,3.37200053129345
"172","up","large","Location_12","2010",0,0,482.656026864424,2.41328013432212,2.89593616118655,1.9306241074577
"173","up","large","Location_13","2010",0,0,775.542479078285,3.87771239539143,4.65325487446971,3.10216991631314
"174","up","large","Location_14","2010",0,0,358.41477822978,1.7920738911489,2.15048866937868,1.43365911291912
"175","up","large","Location_15","2010",0,0,124.523063399829,0.622615316999145,0.747138380398974,0.498092253599316
"176","up","large","Location_16","2010",0,0,988.434735289775,4.94217367644887,5.93060841173865,3.9537389411591
"177","up","large","Location_17","2010",0,0,508.406592952088,2.54203296476044,3.05043955771252,2.03362637180835
"178","up","large","Location_18","2010",0,0,699.957160372287,3.49978580186144,4.19974296223372,2.79982864148915
"179","up","large","Location_19","2010",0,0,969.674969185144,4.84837484592572,5.81804981511086,3.87869987674057
"180","up","large","Location_20","2010",0,0,876.887880056165,4.38443940028083,5.26132728033699,3.50755152022466
"181","down","small","Location_1","2010",0,0,973.762076115236,4.86881038057618,5.84257245669141,3.89504830446094
"182","down","small","Location_2","2010",0,0,139.009756431915,0.695048782159574,0.834058538591489,0.55603902572766
"183","down","small","Location_3","2010",0,0,450.99780196324,2.2549890098162,2.70598681177944,1.80399120785296
"184","down","small","Location_4","2010",0,0,683.410307858139,3.4170515392907,4.10046184714884,2.73364123143256
"185","down","small","Location_5","2010",0,0,634.858095180243,3.17429047590122,3.80914857108146,2.53943238072097
"186","down","small","Location_6","2010",0,0,661.946421815082,3.30973210907541,3.97167853089049,2.64778568726033
"187","down","small","Location_7","2010",0,0,324.445819994435,1.62222909997217,1.94667491996661,1.29778327997774
"188","down","small","Location_8","2010",0,0,180.777845904231,0.903889229521155,1.08466707542539,0.723111383616924
"189","down","small","Location_9","2010",0,0,127.531613223255,0.637658066116273,0.765189679339528,0.510126452893019
"190","down","small","Location_10","2010",0,0,794.293999276124,3.97146999638062,4.76576399565674,3.1771759971045
"191","down","small","Location_11","2010",0,0,848.052697326057,4.24026348663028,5.08831618395634,3.39221078930423
"192","down","small","Location_12","2010",0,0,227.001130441204,1.13500565220602,1.36200678264722,0.908004521764815
"193","down","small","Location_13","2010",0,0,611.970386980101,3.05985193490051,3.67182232188061,2.44788154792041
"194","down","small","Location_14","2010",0,0,232.417278015055,1.16208639007527,1.39450366809033,0.929669112060219
"195","down","small","Location_15","2010",0,0,251.123897195794,1.25561948597897,1.50674338317476,1.00449558878317
"196","down","small","Location_16","2010",0,0,543.163950066082,2.71581975033041,3.25898370039649,2.17265580026433
"197","down","small","Location_17","2010",0,0,733.172373659909,3.66586186829954,4.39903424195945,2.93268949463964
"198","down","small","Location_18","2010",0,0,381.422336329706,1.90711168164853,2.28853401797824,1.52568934531882
"199","down","small","Location_19","2010",0,0,834.121684869751,4.17060842434876,5.00473010921851,3.33648673947901
"200","down","small","Location_20","2010",0,0,978.663307661191,4.89331653830595,5.87197984596714,3.91465323064476
"201","down","medium","Location_1","2010",0,0,640.569551871158,3.20284775935579,3.84341731122695,2.56227820748463
"202","down","medium","Location_2","2010",0,0,268.544368026778,1.34272184013389,1.61126620816067,1.07417747210711
"203","down","medium","Location_3","2010",0,0,203.49941116292,1.0174970558146,1.22099646697752,0.813997644651681
"204","down","medium","Location_4","2010",0,0,907.164917141199,4.535824585706,5.44298950284719,3.6286596685648
"205","down","medium","Location_5","2010",0,0,106.464716326445,0.532323581632227,0.638788297958672,0.425858865305781
"206","down","medium","Location_6","2010",0,0,342.526149866171,1.71263074933086,2.05515689919703,1.37010459946468
"207","down","medium","Location_7","2010",0,0,290.29470498208,1.4514735249104,1.74176822989248,1.16117881992832
"208","down","medium","Location_8","2010",0,0,409.521973947994,2.04760986973997,2.45713184368797,1.63808789579198
"209","down","medium","Location_9","2010",0,0,180.213969922625,0.901069849613123,1.08128381953575,0.720855879690498
"210","down","medium","Location_10","2010",0,0,844.933898444287,4.22466949222144,5.06960339066572,3.37973559377715
"211","down","medium","Location_11","2010",0,0,569.95580396615,2.84977901983075,3.4197348237969,2.2798232158646
"212","down","medium","Location_12","2010",0,0,397.606055461802,1.98803027730901,2.38563633277081,1.59042422184721
"213","down","medium","Location_13","2010",0,0,931.349958502688,4.65674979251344,5.58809975101612,3.72539983401075
"214","down","medium","Location_14","2010",0,0,278.379791066982,1.39189895533491,1.67027874640189,1.11351916426793
"215","down","medium","Location_15","2010",0,0,882.002818072215,4.41001409036107,5.29201690843329,3.52801127228886
"216","down","medium","Location_16","2010",0,0,860.512795369141,4.3025639768457,5.16307677221484,3.44205118147656
"217","down","medium","Location_17","2010",0,0,186.513459240086,0.932567296200432,1.11908075544052,0.746053836960346
"218","down","medium","Location_18","2010",0,0,811.637271731161,4.0581863586558,4.86982363038696,3.24654908692464
"219","down","medium","Location_19","2010",0,0,692.436333885416,3.46218166942708,4.1546180033125,2.76974533554167
"220","down","medium","Location_20","2010",0,0,781.440619193017,3.90720309596509,4.68864371515811,3.12576247677207
"221","down","large","Location_1","2010",0,0,744.660955062136,3.72330477531068,4.46796573037282,2.97864382024854
"222","down","large","Location_2","2010",0,0,451.777538144961,2.2588876907248,2.71066522886977,1.80711015257984
"223","down","large","Location_3","2010",0,0,229.920608084649,1.14960304042324,1.37952364850789,0.919682432338595
"224","down","large","Location_4","2010",0,0,806.75619028043,4.03378095140215,4.84053714168258,3.22702476112172
"225","down","large","Location_5","2010",0,0,795.041619148105,3.97520809574053,4.77024971488863,3.18016647659242
"226","down","large","Location_6","2010",0,0,450.643464969471,2.25321732484736,2.70386078981683,1.80257385987788
"227","down","large","Location_7","2010",0,0,843.488321686164,4.21744160843082,5.06092993011698,3.37395328674465
"228","down","large","Location_8","2010",0,0,521.651785937138,2.60825892968569,3.12991071562283,2.08660714374855
"229","down","large","Location_9","2010",0,0,989.265326363966,4.94632663181983,5.9355919581838,3.95706130545586
"230","down","large","Location_10","2010",0,0,262.149917613715,1.31074958806857,1.57289950568229,1.04859967045486
"231","down","large","Location_11","2010",0,0,960.247885645367,4.80123942822684,5.7614873138722,3.84099154258147
"232","down","large","Location_12","2010",0,0,960.74715454597,4.80373577272985,5.76448292727582,3.84298861818388
"233","down","large","Location_13","2010",0,0,391.701001953334,1.95850500976667,2.35020601172,1.56680400781333
"234","down","large","Location_14","2010",0,0,323.205639468506,1.61602819734253,1.93923383681104,1.29282255787402
"235","down","large","Location_15","2010",0,0,478.836787957698,2.39418393978849,2.87302072774619,1.91534715183079
"236","down","large","Location_16","2010",0,0,409.867710480466,2.04933855240233,2.4592062628828,1.63947084192187
"237","down","large","Location_17","2010",0,0,745.624963822775,3.72812481911387,4.47374978293665,2.9824998552911
"238","down","large","Location_18","2010",0,0,368.97072957363,1.84485364786815,2.21382437744178,1.47588291829452
"239","down","large","Location_19","2010",0,0,294.405514467508,1.47202757233754,1.76643308680505,1.17762205787003
"240","down","large","Location_20","2010",0,0,881.479491223581,4.40739745611791,5.28887694734149,3.52591796489432
"241","middle","small","Location_1","2010",0,0,515.054005850106,2.57527002925053,3.09032403510064,2.06021602340043
"242","middle","small","Location_2","2010",0,0,491.387147153728,2.45693573576864,2.94832288292237,1.96554858861491
"243","middle","small","Location_3","2010",0,0,104.701976524666,0.52350988262333,0.628211859147996,0.418807906098664
"244","middle","small","Location_4","2010",0,0,744.558635284193,3.72279317642096,4.46735181170516,2.97823454113677
"245","middle","small","Location_5","2010",0,0,287.391097843647,1.43695548921824,1.72434658706188,1.14956439137459
"246","middle","small","Location_6","2010",0,0,173.902934743091,0.869514673715457,1.04341760845855,0.695611738972366
"247","middle","small","Location_7","2010",0,0,351.150099351071,1.75575049675535,2.10690059610642,1.40460039740428
"248","middle","small","Location_8","2010",0,0,413.177508837543,2.06588754418772,2.47906505302526,1.65271003535017
"249","middle","small","Location_9","2010",0,0,583.605494815856,2.91802747407928,3.50163296889514,2.33442197926342
"250","middle","small","Location_10","2010",0,0,361.588449659757,1.80794224829879,2.16953069795854,1.44635379863903
"251","middle","small","Location_11","2010",0,0,784.237906080671,3.92118953040335,4.70542743648402,3.13695162432268
"252","middle","small","Location_12","2010",0,0,250.42199390009,1.25210996950045,1.50253196340054,1.00168797560036
"253","middle","small","Location_13","2010",0,0,153.931558248587,0.769657791242935,0.923589349491522,0.615726232994348
"254","middle","small","Location_14","2010",0,0,321.435948135331,1.60717974067666,1.92861568881199,1.28574379254133
"255","middle","small","Location_15","2010",0,0,302.220154530369,1.51110077265184,1.81332092718221,1.20888061812148
"256","middle","small","Location_16","2010",0,0,283.545525302179,1.4177276265109,1.70127315181307,1.13418210120872
"257","middle","small","Location_17","2010",0,0,774.957398558035,3.87478699279018,4.64974439134821,3.09982959423214
"258","middle","small","Location_18","2010",0,0,673.262846260332,3.36631423130166,4.03957707756199,2.69305138504133
"259","middle","small","Location_19","2010",0,0,583.385957055725,2.91692978527863,3.50031574233435,2.3335438282229
"260","middle","small","Location_20","2010",0,0,265.90250195004,1.3295125097502,1.59541501170024,1.06361000780016
"261","middle","medium","Location_1","2010",0,0,739.345879410394,3.69672939705197,4.43607527646236,2.95738351764157
"262","middle","medium","Location_2","2010",0,0,699.813182116486,3.49906591058243,4.19887909269892,2.79925272846594
"263","middle","medium","Location_3","2010",0,0,288.399055646732,1.44199527823366,1.73039433388039,1.15359622258693
"264","middle","medium","Location_4","2010",0,0,574.575999728404,2.87287999864202,3.44745599837042,2.29830399891362
"265","middle","medium","Location_5","2010",0,0,118.372046295553,0.591860231477767,0.710232277773321,0.473488185182214
"266","middle","medium","Location_6","2010",0,0,380.780715681612,1.90390357840806,2.28468429408967,1.52312286272645
"267","middle","medium","Location_7","2010",0,0,403.742724843323,2.01871362421662,2.42245634905994,1.61497089937329
"268","middle","medium","Location_8","2010",0,0,419.480923190713,2.09740461595356,2.51688553914428,1.67792369276285
"269","middle","medium","Location_9","2010",0,0,246.908551757224,1.23454275878612,1.48145131054334,0.987634207028896
"270","middle","medium","Location_10","2010",0,0,222.670527966693,1.11335263983347,1.33602316780016,0.890682111866772
"271","middle","medium","Location_11","2010",0,0,673.156559746712,3.36578279873356,4.03893935848027,2.69262623898685
"272","middle","medium","Location_12","2010",0,0,372.421638318338,1.86210819159169,2.23452982991002,1.48968655327335
"273","middle","medium","Location_13","2010",0,0,902.801379864104,4.51400689932052,5.41680827918462,3.61120551945642
"274","middle","medium","Location_14","2010",0,0,441.910727811046,2.20955363905523,2.65146436686628,1.76764291124418
"275","middle","medium","Location_15","2010",0,0,996.644560294226,4.98322280147113,5.97986736176536,3.9865782411769
